나이,계약유형,이번달_주당방문횟수,총_이용개월수,상대_방문공백,일평균_운동시간,주_이용_시간대_혼잡도,PT_가입여부,그룹수업_참여,최근한달_부상경험,서비스불만_환경불편,서비스불만_비매너회원,기구불만_기구부족,기구불만_기구상태불만,직원불만_불친절,직원불만_전문성부족,가격불만,이탈
62,12,4,9,0.2,49,여유,1,1,0,4,3,2,1,4,4,2,0
60,6,2,11,0.98,95,혼잡,0,0,0,1,3,3,3,3,2,1,0
47,3,2,21,0.84,99,보통,0,0,0,4,4,3,3,5,3,3,0
65,12,1,10,2.5,55,여유,0,0,0,1,3,3,2,2,2,2,1
33,3,1,28,1.29,21,보통,0,1,0,3,5,2,4,4,3,3,0
62,6,3,21,1.14,79,여유,0,1,0,3,5,1,1,2,2,4,0
63,6,3,1,3.36,71,혼잡,1,1,0,3,3,4,2,4,4,4,0
31,6,1,11,1.05,84,매우혼잡,1,1,0,4,5,5,4,4,4,4,0
39,3,2,7,0.79,35,혼잡,0,0,0,4,4,3,4,3,3,4,0
27,3,2,4,1.04,62,혼잡,0,1,0,4,3,4,4,5,4,4,1
39,6,2,6,0.81,89,여유,1,1,0,4,4,4,3,4,4,5,1
37,3,2,3,0.63,45,보통,0,0,0,5,4,4,3,5,5,4,0
30,6,3,17,1.08,87,혼잡,0,1,0,1,3,3,3,4,3,4,0
30,6,0,6,1.72,24,보통,0,0,1,3,3,4,4,3,2,4,1
20,12,0,3,4.03,89,혼잡,0,0,0,5,4,4,4,4,4,3,1
44,12,3,13,0.33,64,여유,0,0,0,3,1,1,4,3,2,3,0
35,12,0,2,2.31,117,혼잡,0,0,0,2,4,4,5,4,5,5,1
63,1,2,16,0.31,65,보통,0,0,0,4,5,4,5,5,4,3,1
31,6,1,28,1.37,63,여유,0,0,1,2,4,3,3,5,5,4,1
24,3,3,8,0.65,75,보통,0,0,0,4,1,4,4,3,4,3,0
45,1,0,1,2.22,60,혼잡,0,0,0,4,4,3,1,3,4,2,1
49,12,0,4,1.62,39,보통,0,0,0,2,5,2,2,3,4,5,0
62,6,4,8,1.17,76,여유,0,1,0,3,4,2,4,4,3,2,0
36,6,1,6,0.35,25,보통,0,0,0,2,4,3,4,2,2,4,0
34,12,3,5,0.99,18,혼잡,0,0,0,3,4,4,3,4,4,2,0
34,6,3,9,0.5,61,혼잡,1,1,0,5,4,4,4,5,2,4,0
22,12,1,1,0.93,49,혼잡,0,1,0,4,4,3,2,3,3,1,1
58,6,2,22,0.28,45,여유,0,0,0,3,3,4,4,3,2,3,0
49,1,0,13,1.49,19,혼잡,0,0,0,4,3,4,4,4,3,3,1
55,1,3,2,0.18,28,여유,0,0,0,2,3,3,2,4,4,2,0
47,12,3,10,0.14,91,보통,0,0,0,1,5,2,4,4,4,3,0
25,6,1,13,0.82,27,보통,0,1,0,3,2,3,4,4,3,1,1
32,3,2,5,1.31,84,보통,1,0,0,2,4,2,3,3,4,1,0
45,6,0,3,1.39,88,여유,0,0,0,5,4,2,3,5,4,4,0
31,6,3,5,1.04,108,혼잡,0,0,0,3,3,3,4,3,1,1,0
66,3,3,5,1.35,67,매우혼잡,0,1,0,5,4,5,4,4,4,5,1
32,3,5,30,0.35,51,혼잡,0,1,0,5,3,3,4,4,3,3,0
55,6,4,9,0.36,38,보통,0,1,0,5,1,4,4,4,4,3,0
42,6,2,2,2.39,87,보통,0,1,0,3,4,4,2,5,4,2,0
46,12,3,9,0.96,86,혼잡,0,0,0,5,4,4,4,5,5,4,1
59,12,1,12,4.71,79,매우혼잡,0,0,1,2,4,5,4,1,1,3,1
46,12,3,10,1.05,83,보통,1,0,0,2,4,4,3,4,5,2,0
55,12,4,10,0.84,70,혼잡,0,1,0,4,3,5,4,4,4,4,0
32,1,1,2,4.09,70,보통,0,0,0,3,4,2,4,5,3,3,1
46,12,3,1,0.78,72,보통,1,0,0,3,4,3,4,3,4,3,1
20,12,1,11,1.12,134,혼잡,0,1,0,4,2,5,5,3,1,2,0
67,3,2,35,0.88,48,매우혼잡,0,0,0,4,5,5,5,3,2,2,1
27,12,2,3,0.31,37,보통,0,0,0,4,4,4,4,4,5,3,0
26,3,3,27,0.64,43,혼잡,0,1,0,5,3,3,5,3,4,4,0
41,12,1,13,3.65,65,보통,0,0,0,3,3,2,3,4,3,1,1
39,3,5,19,0.31,72,보통,1,1,0,4,3,4,2,3,4,3,0
37,12,0,10,7.64,29,보통,0,0,1,4,1,3,4,3,4,3,1
31,12,2,2,0.75,61,보통,0,0,1,4,3,3,5,3,3,4,1
49,12,4,16,0.45,39,보통,1,1,0,4,5,2,3,3,5,2,0
56,1,1,13,1.07,58,보통,0,0,0,4,3,5,5,4,5,5,1
48,1,2,1,0.55,90,여유,0,1,0,1,2,3,4,1,2,1,0
39,6,2,38,0.72,86,혼잡,0,0,0,3,3,4,2,3,2,3,0
45,12,2,4,1.26,86,보통,0,0,0,4,4,3,5,4,5,5,0
59,3,2,12,0.8,90,여유,0,1,0,4,2,2,3,4,2,4,0
58,1,2,21,4.1,110,보통,0,0,1,5,4,4,5,3,4,4,1
26,6,2,10,0.58,59,보통,0,0,0,3,2,2,3,4,2,1,0
36,12,0,5,1.75,59,혼잡,0,0,0,1,4,3,4,4,4,1,1
42,12,3,1,0.89,89,여유,0,0,0,2,3,2,1,3,3,1,0
49,12,2,11,1.26,54,보통,0,0,0,4,4,4,3,3,3,4,0
42,6,4,35,0.22,51,보통,1,0,0,4,2,2,3,5,4,2,0
29,12,2,4,0.74,144,보통,0,0,0,4,3,2,2,3,3,3,0
60,12,3,33,0.31,44,보통,0,0,0,5,4,4,4,4,5,3,0
25,12,3,2,1.01,42,혼잡,0,1,0,4,5,4,4,4,3,5,0
20,6,0,13,3.54,32,여유,0,0,0,3,1,3,3,3,2,4,0
33,3,3,9,0.19,88,혼잡,1,0,0,4,3,3,3,3,1,2,0
47,12,2,11,1.06,29,보통,0,0,0,3,3,4,5,5,3,2,0
49,3,4,5,0.55,48,보통,0,1,0,1,5,3,5,5,3,4,0
22,3,2,1,0.48,40,여유,0,0,0,4,4,3,4,3,4,2,0
65,6,3,22,0.87,72,여유,0,1,0,2,4,3,3,3,4,4,0
43,12,2,4,1.16,49,여유,0,0,0,4,1,2,1,3,5,2,0
44,6,3,6,1.11,85,혼잡,0,1,0,5,3,5,5,4,4,4,1
28,1,3,8,1.75,61,보통,0,1,0,4,4,2,5,3,3,5,0
32,6,2,6,0.86,99,보통,0,0,0,3,3,2,3,5,4,4,0
24,1,2,2,2.12,30,보통,0,1,0,1,3,3,1,2,1,1,0
37,3,0,3,1.49,44,매우혼잡,0,0,0,5,4,5,5,5,3,4,1
30,1,1,3,1.33,70,혼잡,0,0,0,4,4,3,3,4,4,2,1
26,6,3,1,1.04,41,보통,0,1,0,2,2,3,5,4,3,3,0
24,3,2,5,1.54,89,여유,0,0,0,2,2,3,4,4,5,2,0
50,6,0,30,4.44,71,여유,0,0,0,1,3,2,1,4,3,2,1
50,6,5,18,0.11,39,보통,1,1,0,3,4,3,3,4,3,3,0
33,6,2,11,0.98,110,보통,0,1,1,3,3,3,4,3,1,4,0
52,1,4,33,0.56,81,혼잡,0,0,0,4,4,3,3,4,4,1,0
22,1,2,7,0.88,52,혼잡,0,0,0,5,3,3,3,5,4,2,0
36,6,2,23,0.71,43,여유,0,1,0,4,3,3,4,4,4,4,0
32,3,3,9,2.25,104,보통,0,0,0,3,2,2,2,3,3,2,1
60,6,3,7,0.47,33,여유,0,1,0,4,4,2,4,5,5,3,0
36,6,0,3,7.42,34,여유,0,0,0,3,4,4,3,5,5,3,1
64,6,4,4,1.25,47,여유,1,1,0,2,3,2,3,3,2,1,0
29,6,2,2,0.35,89,여유,0,1,0,4,4,4,5,4,3,3,1
35,12,0,3,1.4,94,여유,0,0,0,4,2,2,3,4,4,4,1
31,6,3,7,1.07,137,보통,1,0,0,3,3,2,2,1,3,4,0
49,3,1,2,0.65,74,혼잡,0,0,0,3,5,5,3,5,4,3,1
44,3,3,22,0.47,81,여유,0,0,0,3,3,4,3,4,2,3,0
25,12,2,8,0.59,39,여유,0,0,1,4,4,1,3,3,5,4,0
24,12,3,2,0.76,66,혼잡,1,0,0,1,5,3,3,5,3,2,0
46,6,4,11,0.99,65,보통,1,0,0,3,3,2,2,4,4,2,0
21,12,2,6,1.04,112,보통,0,1,0,3,1,3,4,4,4,4,0
62,6,2,23,5.45,60,여유,0,0,0,2,3,3,4,4,3,5,1
37,1,0,2,1.23,23,보통,0,0,0,3,4,3,2,4,3,3,1
36,12,4,29,0.59,65,보통,0,1,0,5,3,2,4,4,4,4,0
66,3,2,25,0.68,69,보통,0,1,0,3,4,4,2,4,3,1,0
59,6,0,2,4.87,45,보통,0,1,0,4,2,3,4,5,3,3,1
65,12,3,12,0.6,83,보통,1,1,0,3,3,3,3,4,3,4,0
37,6,4,33,0.17,61,여유,1,1,0,2,5,2,4,4,4,4,0
65,6,2,8,1.6,84,보통,1,1,1,3,5,4,4,4,4,4,0
26,12,1,6,2.29,62,보통,0,1,0,5,2,4,3,4,4,4,1
27,12,0,3,1.74,48,보통,0,0,0,4,4,4,3,5,5,4,1
49,6,3,3,0.63,145,매우혼잡,1,1,0,4,4,4,3,5,4,4,0
31,1,1,10,0.61,75,보통,0,0,1,3,3,4,3,5,4,2,1
30,12,0,6,1.03,33,보통,0,1,0,4,4,2,4,4,4,3,1
33,6,2,25,1.18,27,혼잡,0,1,0,5,5,4,5,5,4,3,1
26,6,3,1,0.69,69,혼잡,0,0,0,4,4,3,4,3,3,4,0
38,12,1,3,1.27,46,보통,0,0,0,4,3,4,4,4,4,5,0
61,3,0,5,1.33,70,보통,0,0,0,4,2,2,1,1,2,3,0
40,1,4,2,0.11,49,여유,0,1,0,3,3,1,2,4,3,1,0
44,3,2,32,1.13,73,보통,0,0,0,4,4,3,3,5,5,4,0
47,12,3,6,0.65,45,보통,1,1,0,4,3,2,3,4,4,3,0
56,12,0,3,2.34,58,매우혼잡,0,0,0,4,3,5,4,4,2,3,1
24,6,3,27,0.16,76,여유,0,0,0,4,3,2,3,3,3,1,0
17,12,1,2,0.6,41,여유,0,0,0,4,2,3,5,3,2,2,1
29,12,3,27,1.17,77,보통,1,0,0,3,4,3,3,3,2,4,0
64,12,2,15,1.38,60,보통,0,0,0,4,4,3,3,5,4,3,0
30,12,0,4,4.11,38,매우혼잡,0,1,0,5,4,5,4,4,4,3,1
20,12,0,36,1.14,16,혼잡,0,0,0,4,2,4,4,4,3,3,0
25,6,1,2,4.43,49,여유,0,0,0,2,4,1,3,4,3,4,1
27,6,0,2,2.49,139,보통,0,0,0,5,5,3,5,4,3,4,1
53,12,2,20,1.07,103,혼잡,1,0,0,4,3,3,3,4,4,3,0
24,12,1,2,1.22,77,혼잡,0,0,0,3,2,3,3,2,2,2,0
67,6,3,7,0.55,97,여유,1,0,0,3,3,1,4,3,5,3,0
26,3,0,16,1.61,68,매우혼잡,0,0,0,5,3,5,5,5,5,5,0
34,3,0,10,4.7,36,보통,0,0,0,4,4,3,5,4,4,4,1
29,1,3,4,0.74,116,여유,0,0,0,2,1,3,1,2,4,2,0
33,1,2,11,0.61,82,혼잡,0,0,0,4,4,4,2,3,3,3,0
32,12,2,38,0.7,99,혼잡,1,0,0,4,5,5,4,5,5,4,1
49,6,3,9,1.2,51,혼잡,0,1,0,4,4,5,5,1,1,4,0
42,6,3,33,0.87,23,보통,1,1,0,3,4,3,4,4,4,3,0
40,1,4,21,0.85,55,여유,0,1,0,2,4,2,3,4,3,2,0
39,6,2,3,1.23,104,혼잡,0,0,0,4,4,5,4,2,4,4,1
40,1,0,3,1.14,39,보통,0,1,1,4,3,4,5,4,4,4,0
33,6,2,7,1.11,69,혼잡,0,1,0,4,5,5,4,4,5,3,0
47,12,3,8,1.37,143,혼잡,1,0,0,4,3,4,1,4,4,2,0
68,12,2,2,1.35,76,보통,1,0,1,4,5,3,2,5,4,4,0
28,3,3,2,0.6,52,보통,0,0,0,4,4,3,4,5,5,1,0
41,6,2,1,0.53,87,보통,0,0,0,2,3,3,1,2,3,1,0
51,3,3,10,0.24,71,여유,0,0,0,2,2,1,1,4,4,3,0
48,6,2,3,0.53,83,여유,0,0,0,1,1,1,2,3,1,1,0
59,6,3,6,1.34,76,보통,0,0,0,5,3,3,4,4,4,3,0
46,3,0,5,0.44,18,여유,0,0,0,3,3,1,3,4,5,2,0
50,6,2,5,1.44,124,보통,0,0,0,5,4,3,5,5,5,4,1
56,6,3,9,0.82,66,보통,0,0,0,3,2,4,4,3,4,2,0
30,6,3,26,0.87,44,보통,1,1,0,4,4,5,3,5,5,5,1
25,3,3,8,1.2,82,보통,1,0,0,4,3,3,2,4,3,3,0
24,1,2,15,0.68,38,혼잡,0,1,0,3,3,4,1,2,4,3,0
60,12,4,10,0.47,106,혼잡,1,0,0,3,4,3,3,3,3,3,0
21,6,3,3,0.51,47,보통,0,0,0,2,4,2,3,1,4,3,0
41,6,1,5,1.28,61,보통,0,0,0,4,3,3,5,4,5,3,0
69,6,2,33,0.89,67,보통,0,1,0,4,4,4,5,3,4,4,0
37,12,4,27,0.4,147,보통,1,0,0,2,4,4,2,4,4,1,0
67,3,4,28,1.0,28,보통,1,1,0,4,4,3,4,3,4,4,0
40,6,4,13,0.56,137,여유,1,1,0,3,3,2,2,4,3,2,0
24,6,3,29,2.0,42,여유,0,1,0,4,4,1,3,2,2,3,0
53,6,2,7,3.42,46,혼잡,1,1,0,3,4,4,4,3,3,5,0
25,6,2,7,1.84,51,혼잡,1,0,0,4,4,4,5,3,4,1,0
63,12,4,12,0.11,73,혼잡,1,1,0,5,2,3,3,4,3,4,0
51,3,2,10,0.47,86,보통,1,1,0,4,4,4,3,4,4,5,0
34,1,3,9,0.57,36,여유,0,0,0,3,5,3,4,5,5,4,0
49,1,3,12,0.57,79,여유,0,0,0,1,4,2,3,4,3,4,0
50,1,1,3,0.99,57,여유,0,0,0,3,4,2,3,4,4,4,1
16,1,2,2,1.18,44,혼잡,0,0,0,2,4,3,2,1,2,1,1
21,12,2,15,1.0,32,보통,0,0,0,3,3,2,3,4,3,3,0
21,12,2,2,0.58,32,여유,0,0,0,3,1,3,1,2,3,3,0
41,6,2,29,2.48,63,보통,0,0,0,5,1,3,4,4,4,1,0
49,3,4,14,0.34,85,여유,0,1,0,2,2,1,2,1,3,2,0
44,12,1,13,1.77,22,여유,0,0,0,2,4,3,3,4,3,3,0
27,12,2,4,1.01,64,보통,0,1,0,4,2,1,4,1,1,1,0
31,3,2,10,0.4,51,보통,0,0,0,3,5,3,4,5,3,4,0
28,3,1,4,1.49,23,보통,0,1,0,5,4,3,5,5,5,3,0
45,12,0,2,6.09,70,보통,1,0,1,2,5,3,2,2,4,2,1
46,3,2,5,0.21,56,여유,0,1,0,4,3,2,2,3,3,2,0
20,12,4,6,0.37,46,여유,0,0,0,2,4,2,3,4,4,2,0
54,3,0,8,0.88,47,혼잡,0,1,0,5,3,4,4,4,4,4,1
41,12,3,4,0.67,66,보통,0,0,0,4,4,1,3,3,4,3,0
47,1,1,4,1.57,92,여유,1,0,0,3,4,1,1,3,2,4,0
37,12,3,11,1.38,48,보통,0,1,0,4,3,1,3,3,4,3,0
31,3,6,23,0.55,72,여유,1,1,0,2,2,3,4,3,3,1,0
25,12,4,14,0.72,70,보통,1,1,0,2,3,2,1,4,5,3,0
41,3,5,19,0.56,87,보통,1,1,0,4,3,4,5,4,5,4,0
17,6,2,7,0.25,51,보통,0,0,0,1,3,4,3,4,3,1,0
37,6,2,4,1.02,40,여유,0,0,0,1,2,3,3,4,4,3,0
36,3,3,13,0.49,39,혼잡,0,1,0,3,2,4,3,3,5,3,0
49,6,0,1,3.65,17,보통,0,0,0,2,2,3,4,1,2,3,0
45,12,2,5,1.43,74,여유,0,0,0,2,3,1,2,2,1,4,0
60,12,0,21,1.45,16,여유,0,0,0,3,4,2,4,3,3,4,0
50,1,4,8,0.8,50,보통,1,1,0,3,3,3,5,5,4,2,0
26,12,2,15,0.66,76,보통,0,0,0,2,4,3,2,4,5,3,1
66,12,0,5,7.47,41,보통,0,0,1,4,3,3,3,3,3,3,1
23,3,3,11,0.39,76,여유,0,1,0,2,3,2,2,3,4,3,0
20,12,2,6,0.23,42,보통,0,0,0,1,4,3,2,4,3,3,0
35,6,0,2,7.78,57,혼잡,0,0,1,5,2,5,4,4,3,2,1
48,6,2,18,0.83,72,보통,1,1,0,3,1,1,1,4,2,1,0
25,3,0,2,2.02,41,보통,0,0,0,1,2,3,3,3,4,1,0
45,12,5,14,0.28,103,여유,0,1,0,3,4,1,3,3,4,4,0
53,3,4,9,0.6,71,여유,0,0,0,3,3,3,3,3,4,4,1
43,6,0,6,1.8,31,여유,0,1,0,3,3,2,2,4,2,4,0
69,6,2,6,1.46,77,보통,0,0,0,4,4,3,3,5,4,5,0
28,12,3,37,1.22,85,보통,0,0,0,2,4,2,3,3,1,4,0
21,1,1,3,1.34,42,매우혼잡,0,1,0,5,5,4,5,4,5,4,1
50,6,2,4,1.08,79,여유,0,0,0,3,4,4,5,5,4,5,0
34,3,3,5,0.53,50,여유,0,0,0,1,2,2,4,3,1,1,0
26,1,1,35,1.95,45,매우혼잡,0,0,0,5,4,5,5,5,3,2,1
20,6,1,1,2.23,59,혼잡,0,1,0,4,4,4,4,2,4,3,0
33,6,6,13,0.16,70,보통,0,1,0,3,4,3,3,2,3,3,0
56,6,3,39,0.37,79,여유,1,0,0,2,4,4,2,3,3,3,0
33,3,1,3,1.35,37,보통,0,0,0,4,3,3,4,2,4,3,0
29,3,2,24,0.21,87,혼잡,0,0,0,4,3,4,4,4,5,2,0
39,1,1,4,0.79,25,혼잡,0,0,0,4,3,4,4,3,2,2,1
52,6,2,2,1.25,86,보통,1,0,0,4,4,3,3,5,5,4,1
45,12,0,7,2.07,82,혼잡,0,0,0,4,4,4,5,4,3,2,1
25,6,2,13,1.45,51,보통,1,0,0,4,3,3,4,4,3,2,0
67,3,1,13,1.55,54,보통,0,0,0,3,5,3,3,2,4,3,1
31,3,2,38,1.15,53,여유,1,0,0,1,4,1,1,4,3,3,1
32,3,0,5,1.88,24,여유,0,0,0,4,1,2,3,3,2,2,0
31,6,0,8,1.94,34,혼잡,0,1,0,3,3,4,2,3,3,2,1
37,1,4,6,0.64,88,여유,1,1,0,1,1,2,2,3,3,2,0
17,3,3,21,0.47,73,매우혼잡,0,0,0,5,3,4,5,4,5,1,0
19,12,5,16,0.42,46,여유,1,0,0,3,4,2,4,5,3,4,0
59,6,2,10,1.24,83,보통,1,0,0,4,4,4,2,4,5,1,0
34,1,1,10,1.38,61,보통,0,0,0,5,2,3,3,5,5,2,1
34,1,0,3,2.49,89,혼잡,0,0,0,5,4,5,4,5,5,4,1
33,12,1,10,2.43,18,보통,0,1,1,3,3,1,4,4,2,3,1
23,12,1,2,0.38,57,매우혼잡,0,1,0,5,5,5,5,4,5,5,1
27,3,0,1,5.71,46,보통,0,0,0,3,3,4,5,3,3,2,1
20,3,4,34,0.41,129,여유,1,1,0,4,3,2,2,1,3,3,0
35,12,1,9,2.01,49,혼잡,0,0,0,3,2,4,3,3,4,3,1
36,6,2,9,1.2,66,보통,0,0,0,4,2,2,2,4,4,3,0
36,6,1,5,1.48,52,혼잡,0,0,0,3,3,4,5,5,2,2,0
39,3,0,2,1.27,65,혼잡,0,0,0,4,4,4,4,3,3,4,1
20,12,2,7,2.87,48,보통,1,0,0,4,3,4,3,5,3,3,1
33,12,2,21,0.77,74,보통,0,0,0,3,2,5,3,4,3,3,0
30,12,4,17,0.31,52,보통,1,1,0,2,5,3,2,3,3,5,0
35,3,2,16,1.61,79,보통,0,0,0,3,3,3,3,3,3,2,0
37,3,3,2,1.0,79,보통,0,1,0,4,5,3,3,4,4,3,0
45,3,1,24,0.88,37,보통,0,0,0,3,4,2,2,3,3,2,0
25,3,2,10,0.78,38,보통,0,1,0,4,3,4,4,4,5,3,0
43,3,4,21,0.23,52,여유,1,0,0,1,5,1,2,5,3,3,0
33,6,3,22,0.6,112,보통,1,0,0,3,2,4,4,2,2,1,0
55,6,3,10,0.62,62,매우혼잡,0,1,0,5,3,5,4,5,5,2,0
25,6,3,14,0.89,75,보통,1,0,0,3,2,2,2,4,2,3,0
28,6,2,6,0.72,101,보통,1,1,0,2,2,4,4,4,3,4,0
26,12,2,11,0.39,42,여유,0,0,0,1,2,1,3,3,3,1,0
50,1,3,4,0.39,91,보통,1,0,0,4,3,2,2,3,4,1,0
36,6,5,4,0.48,68,보통,1,1,0,2,3,3,1,1,1,2,0
59,12,1,11,0.54,35,여유,1,0,0,3,5,1,2,5,4,4,1
36,6,3,2,4.12,64,보통,1,0,0,2,3,2,1,2,3,2,1
35,3,3,23,0.41,72,여유,0,1,0,2,3,3,4,1,4,3,0
34,6,0,3,4.99,52,보통,0,0,0,3,3,3,2,1,2,1,1
46,12,1,5,1.24,38,여유,0,1,1,4,2,2,3,5,5,3,0
17,12,0,7,1.31,47,혼잡,0,0,0,5,5,3,4,5,5,3,0
20,6,1,2,0.76,58,혼잡,0,0,0,4,4,3,2,4,4,2,1
21,6,2,2,1.03,74,매우혼잡,0,1,0,4,3,4,4,3,1,3,0
64,12,0,20,7.45,17,보통,0,0,0,3,4,4,4,4,4,5,1
22,6,2,2,0.5,23,여유,0,0,0,2,2,3,4,5,4,2,0
44,3,6,11,0.5,75,여유,1,1,0,3,2,2,2,4,4,2,0
68,3,2,14,1.81,42,보통,0,0,0,5,5,4,5,5,5,5,1
25,1,3,5,0.43,89,매우혼잡,1,1,0,5,5,3,3,3,3,1,0
20,3,0,2,2.35,34,여유,0,0,1,4,2,2,4,3,3,1,1
22,1,4,9,0.29,62,혼잡,0,1,0,5,3,3,2,4,5,3,0
28,6,4,6,0.26,67,여유,0,1,0,1,4,2,1,4,3,2,0
38,12,2,5,0.23,54,혼잡,0,0,0,4,3,5,4,4,5,1,0
23,6,3,13,1.44,22,혼잡,0,1,0,4,4,4,4,4,4,5,0
52,12,2,19,1.37,77,여유,1,0,0,2,4,3,2,3,4,4,1
39,12,3,6,0.64,72,혼잡,0,0,0,4,4,3,3,3,2,4,0
35,6,4,2,0.68,41,매우혼잡,0,1,0,4,5,4,4,4,4,3,0
68,1,3,7,1.01,58,여유,0,0,0,4,5,3,2,3,5,3,0
21,3,1,10,1.44,71,보통,0,0,0,4,2,4,3,2,3,4,1
64,3,0,27,2.13,33,혼잡,0,0,0,3,4,5,4,4,4,3,1
18,3,3,14,1.21,38,혼잡,1,1,0,5,2,3,4,1,2,4,0
50,6,3,11,0.53,141,혼잡,1,0,0,5,4,4,4,4,5,2,1
38,12,6,25,0.2,111,보통,1,1,0,4,4,3,4,4,4,2,0
31,12,2,8,0.92,91,여유,0,1,0,4,4,2,3,4,4,3,0
35,12,2,22,0.75,37,여유,0,0,0,3,4,3,3,3,3,1,0
43,6,2,2,0.77,83,혼잡,0,1,0,2,5,3,4,3,3,2,0
61,12,4,7,0.51,97,여유,1,0,0,1,2,3,3,4,3,1,0
30,12,5,4,0.27,29,여유,0,1,0,1,2,2,1,2,3,1,1
45,12,2,3,0.88,73,매우혼잡,0,0,0,5,4,4,5,4,5,4,1
47,6,2,5,0.79,61,혼잡,0,0,0,5,3,4,5,5,4,2,0
34,6,1,2,0.87,16,혼잡,0,1,0,3,5,3,2,3,4,2,0
24,3,1,9,1.03,142,보통,1,0,0,3,3,5,4,3,2,3,0
39,6,2,2,2.5,116,보통,0,1,0,4,5,3,2,4,2,3,1
47,3,2,3,0.7,35,여유,0,1,0,3,3,1,2,4,3,3,0
50,3,6,5,0.3,102,여유,0,1,0,2,1,2,2,3,2,2,0
20,12,0,2,1.63,33,보통,0,0,0,2,3,1,1,3,1,3,0
23,6,1,21,0.87,103,보통,0,0,0,4,3,2,1,4,5,3,1
20,3,1,2,1.02,36,보통,0,1,0,4,4,4,3,5,4,4,0
38,6,5,5,0.17,59,여유,0,0,0,3,3,1,4,3,4,1,0
52,3,1,35,2.06,80,보통,1,1,0,4,4,1,3,4,3,1,0
43,3,0,2,2.0,93,보통,0,0,0,3,4,3,4,3,4,3,0
34,1,3,1,0.33,61,혼잡,0,0,0,4,4,3,3,4,3,1,0
45,6,4,4,0.94,101,여유,0,0,0,3,4,3,2,3,4,3,0
35,6,3,20,0.29,20,보통,0,0,0,2,5,3,3,4,4,3,0
69,1,0,2,0.88,49,보통,0,0,0,3,4,3,3,3,3,4,0
23,1,1,6,3.74,74,보통,0,1,0,2,4,3,2,2,1,3,0
42,3,3,16,0.2,63,혼잡,0,1,0,4,4,4,3,5,3,4,0
37,12,1,3,1.55,83,보통,0,1,0,3,3,5,4,5,3,3,0
33,12,2,6,0.94,44,혼잡,0,1,0,3,3,4,5,3,5,4,0
43,6,3,2,1.15,42,혼잡,0,0,0,3,2,4,3,5,4,1,0
52,12,3,1,0.75,83,보통,0,1,0,3,4,3,3,3,2,3,0
26,6,2,22,0.88,63,보통,1,1,0,4,5,2,4,2,3,3,1
20,6,4,8,0.25,83,혼잡,0,0,0,3,5,3,4,4,2,3,0
22,6,0,2,0.99,45,보통,0,0,0,3,3,3,3,3,3,2,0
62,12,2,12,0.41,47,보통,0,0,0,3,3,4,2,3,1,3,1
60,1,3,20,0.41,76,여유,0,0,0,4,3,3,5,4,4,3,0
53,1,4,12,0.17,46,보통,0,1,0,4,5,1,3,4,3,2,0
47,6,1,6,1.3,33,여유,0,1,0,4,4,4,4,5,5,4,0
27,6,1,3,6.75,115,보통,0,0,0,3,3,3,3,4,3,4,1
43,12,3,7,0.82,87,혼잡,1,1,0,5,3,4,4,2,2,2,0
44,6,2,21,2.47,71,보통,0,0,0,5,3,3,4,4,4,3,1
35,3,0,24,3.62,33,여유,0,0,1,4,4,1,3,4,4,3,1
22,3,5,9,0.41,60,혼잡,1,1,0,4,4,4,4,4,3,3,0
50,12,3,31,1.3,89,보통,1,0,0,5,5,4,4,4,4,3,0
42,3,0,3,6.11,112,보통,0,0,1,3,5,3,4,4,3,4,1
62,12,2,10,0.83,68,여유,0,0,0,1,3,2,2,2,4,3,0
65,1,2,2,0.53,72,보통,0,0,0,3,4,2,3,4,3,2,0
49,6,4,8,0.28,90,여유,0,0,0,1,3,1,2,4,3,3,0
34,12,2,6,0.77,43,여유,0,0,0,3,3,3,3,4,5,3,0
18,3,2,4,1.21,21,보통,0,1,0,4,2,3,2,3,5,2,1
32,6,0,4,1.4,36,매우혼잡,0,0,0,4,3,4,2,4,3,3,1
39,12,1,5,3.46,63,보통,0,1,0,3,1,3,3,4,2,2,1
41,1,4,12,0.31,108,보통,1,1,0,2,3,4,5,3,4,3,0
38,1,5,8,0.28,64,보통,1,0,0,2,4,3,4,3,4,5,0
21,6,1,30,1.24,53,보통,1,0,0,2,1,2,2,1,1,1,0
25,12,1,7,1.03,15,보통,0,0,0,4,2,3,3,4,4,3,0
55,6,0,30,0.23,85,여유,0,0,0,4,4,1,1,4,3,2,0
61,6,4,6,0.69,37,여유,0,0,0,3,3,3,4,3,4,3,0
44,3,1,25,1.49,39,보통,1,0,0,3,2,2,2,3,1,1,0
26,3,0,13,1.06,23,혼잡,0,0,0,4,3,4,4,4,3,2,1
49,1,3,2,0.24,60,혼잡,0,1,0,5,3,3,2,4,3,4,0
62,6,2,18,0.65,17,여유,0,1,0,4,3,1,3,3,4,1,0
29,12,3,12,0.61,77,보통,0,0,0,4,4,3,2,4,4,4,0
24,12,2,3,0.91,148,혼잡,0,0,0,4,2,4,1,1,4,2,0
63,6,1,1,0.85,143,여유,1,0,0,2,2,3,4,4,4,2,0
69,6,2,39,0.45,59,혼잡,0,0,0,3,3,4,3,3,4,1,0
18,6,1,29,1.41,35,혼잡,0,0,0,4,3,5,5,4,4,3,0
